country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Belarus,BLR,2021-03-14,,,,,1041.0,,,,110.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/some-92000-belarusians-get-first-dose-of-covid-19-vaccine-138930-2021/
Belarus,BLR,2021-03-15,,,,,1356.0,,,,144.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/some-92000-belarusians-get-first-dose-of-covid-19-vaccine-138930-2021/
Belarus,BLR,2021-03-16,,,,,1671.0,,,,177.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/some-92000-belarusians-get-first-dose-of-covid-19-vaccine-138930-2021/
Belarus,BLR,2021-03-17,,,,,1986.0,,,,210.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/some-92000-belarusians-get-first-dose-of-covid-19-vaccine-138930-2021/
Belarus,BLR,2021-03-18,,,,,2301.0,,,,244.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/some-92000-belarusians-get-first-dose-of-covid-19-vaccine-138930-2021/
Belarus,BLR,2021-03-19,,,,,2616.0,,,,277.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/some-92000-belarusians-get-first-dose-of-covid-19-vaccine-138930-2021/
Belarus,BLR,2021-03-20,,,,,2616.0,,,,277.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/some-92000-belarusians-get-first-dose-of-covid-19-vaccine-138930-2021/
Belarus,BLR,2021-03-21,,,,,2616.0,,,,277.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/some-92000-belarusians-get-first-dose-of-covid-19-vaccine-138930-2021/
Belarus,BLR,2021-03-22,,,,,2616.0,,,,277.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/some-92000-belarusians-get-first-dose-of-covid-19-vaccine-138930-2021/
Belarus,BLR,2021-03-23,,,,,2616.0,,,,277.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/some-92000-belarusians-get-first-dose-of-covid-19-vaccine-138930-2021/
Belarus,BLR,2021-03-24,,,,,2616.0,,,,277.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/some-92000-belarusians-get-first-dose-of-covid-19-vaccine-138930-2021/
Belarus,BLR,2021-03-25,,,,,2616.0,,,,277.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/some-92000-belarusians-get-first-dose-of-covid-19-vaccine-138930-2021/
Belarus,BLR,2021-03-26,66618.0,40518.0,26100.0,,2616.0,0.71,0.43,0.28,277.0,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/some-92000-belarusians-get-first-dose-of-covid-19-vaccine-138930-2021/
Belarus,BLR,2021-04-09,,92000.0,,,,,0.97,,,Sputnik V,Ministry of Health,https://eng.belta.by/society/view/some-92000-belarusians-get-first-dose-of-covid-19-vaccine-138930-2021/
Belgium,BEL,2020-12-28,298.0,298.0,,,,0.0,0.0,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2020-12-29,299.0,299.0,,1.0,1.0,0.0,0.0,,0.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2020-12-30,777.0,777.0,,478.0,240.0,0.01,0.01,,21.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2020-12-31,786.0,786.0,,9.0,163.0,0.01,0.01,,14.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-01-01,794.0,794.0,,8.0,124.0,0.01,0.01,,11.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-01-02,,,,,99.0,,,,9.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-01-03,,,,,83.0,,,,7.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-01-04,796.0,796.0,,,71.0,0.01,0.01,,6.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-01-05,2445.0,2445.0,,1649.0,307.0,0.02,0.02,,26.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-01-06,6328.0,6328.0,,3883.0,793.0,0.05,0.05,,68.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-01-07,14510.0,14510.0,,8182.0,1961.0,0.13,0.13,,169.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-01-08,23751.0,23751.0,,9241.0,3280.0,0.2,0.2,,283.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-01-09,26957.0,26957.0,,3206.0,3737.0,0.23,0.23,,322.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-01-10,27356.0,27356.0,,399.0,3794.0,0.24,0.24,,327.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-01-11,32935.0,32935.0,,5579.0,4591.0,0.28,0.28,,396.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-01-12,48617.0,48617.0,,15682.0,6596.0,0.42,0.42,,569.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-01-13,70028.0,70028.0,,21411.0,9100.0,0.6,0.6,,785.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-01-14,93261.0,93261.0,,23233.0,11250.0,0.8,0.8,,971.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-01-15,116583.0,116583.0,,23322.0,13262.0,1.01,1.01,,1144.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-01-16,121742.0,121742.0,,5159.0,13541.0,1.05,1.05,,1168.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-01-17,125047.0,125047.0,,3305.0,13956.0,1.08,1.08,,1204.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-01-18,136073.0,135964.0,109.0,11026.0,14734.0,1.17,1.17,0.0,1271.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-01-19,155305.0,155015.0,290.0,19232.0,15241.0,1.34,1.34,0.0,1315.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-01-20,176532.0,175819.0,713.0,21227.0,15215.0,1.52,1.52,0.01,1313.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-01-21,206644.0,205931.0,713.0,30112.0,16198.0,1.78,1.78,0.01,1398.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-01-22,236057.0,235312.0,745.0,29413.0,17068.0,2.04,2.03,0.01,1473.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-01-23,244352.0,243600.0,752.0,8295.0,17516.0,2.11,2.1,0.01,1511.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-01-24,246228.0,245476.0,752.0,1876.0,17312.0,2.12,2.12,0.01,1494.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-01-25,257484.0,256732.0,752.0,11256.0,17344.0,2.22,2.22,0.01,1497.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-01-26,270089.0,267688.0,2401.0,12605.0,16398.0,2.33,2.31,0.02,1415.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-01-27,286543.0,280736.0,5807.0,16454.0,15716.0,2.47,2.42,0.05,1356.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-01-28,309527.0,296295.0,13232.0,22984.0,14698.0,2.67,2.56,0.11,1268.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-01-29,330535.0,308389.0,22146.0,21008.0,13497.0,2.85,2.66,0.19,1165.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-01-30,334999.0,309979.0,25020.0,4464.0,12950.0,2.89,2.67,0.22,1117.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-01-31,335901.0,310553.0,25348.0,902.0,12810.0,2.9,2.68,0.22,1105.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-02-01,343578.0,314475.0,29103.0,7677.0,12299.0,2.96,2.71,0.25,1061.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-02-02,367429.0,324625.0,42804.0,23851.0,13906.0,3.17,2.8,0.37,1200.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-02-03,398001.0,334675.0,63326.0,30572.0,15923.0,3.43,2.89,0.55,1374.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-02-04,431725.0,344558.0,87167.0,33724.0,17457.0,3.73,2.97,0.75,1506.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-02-05,462187.0,352479.0,109708.0,30462.0,18807.0,3.99,3.04,0.95,1623.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-02-06,468643.0,353721.0,114922.0,6456.0,19092.0,4.04,3.05,0.99,1647.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-02-07,472016.0,354029.0,117987.0,3373.0,19445.0,4.07,3.05,1.02,1678.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-02-08,482087.0,356367.0,125720.0,10071.0,19787.0,4.16,3.07,1.08,1707.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-02-09,509585.0,364416.0,145169.0,27498.0,20308.0,4.4,3.14,1.25,1752.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-02-10,534822.0,371038.0,163784.0,25237.0,19546.0,4.61,3.2,1.41,1687.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-02-11,570865.0,379028.0,191837.0,36043.0,19877.0,4.93,3.27,1.66,1715.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-02-12,604984.0,385669.0,219315.0,34119.0,20400.0,5.22,3.33,1.89,1760.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-02-13,613568.0,386234.0,227334.0,8584.0,20704.0,5.29,3.33,1.96,1786.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-02-14,615485.0,386307.0,229178.0,1917.0,20496.0,5.31,3.33,1.98,1768.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-02-15,629090.0,388353.0,240737.0,13605.0,21000.0,5.43,3.35,2.08,1812.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-02-16,643507.0,392359.0,251148.0,14417.0,19132.0,5.55,3.39,2.17,1651.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-02-17,663164.0,399452.0,263712.0,19657.0,18335.0,5.72,3.45,2.28,1582.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-02-18,690904.0,410375.0,280529.0,27740.0,17148.0,5.96,3.54,2.42,1480.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-02-19,721443.0,428040.0,293403.0,30539.0,16637.0,6.22,3.69,2.53,1436.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-02-20,727365.0,432390.0,294975.0,5922.0,16257.0,6.28,3.73,2.55,1403.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-02-21,729514.0,434277.0,295237.0,2149.0,16290.0,6.29,3.75,2.55,1406.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-02-22,742039.0,443992.0,298047.0,12525.0,16136.0,6.4,3.83,2.57,1392.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-02-23,761845.0,456168.0,305677.0,19806.0,16905.0,6.57,3.94,2.64,1459.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-02-24,784679.0,470914.0,313765.0,22834.0,17359.0,6.77,4.06,2.71,1498.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-02-25,816134.0,493608.0,322526.0,31455.0,17890.0,7.04,4.26,2.78,1544.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-02-26,847759.0,518590.0,329169.0,31625.0,18045.0,7.31,4.47,2.84,1557.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-02-27,852047.0,522121.0,329926.0,4288.0,17812.0,7.35,4.51,2.85,1537.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-02-28,852869.0,522700.0,330169.0,822.0,17622.0,7.36,4.51,2.85,1520.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-03-01,866180.0,533323.0,332857.0,13311.0,17734.0,7.47,4.6,2.87,1530.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-03-02,889491.0,549886.0,339605.0,23311.0,18235.0,7.67,4.74,2.93,1573.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-03-03,919087.0,573519.0,345568.0,29596.0,19201.0,7.93,4.95,2.98,1657.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-03-04,967913.0,614071.0,353842.0,48826.0,21683.0,8.35,5.3,3.05,1871.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-03-05,1010967.0,651027.0,359940.0,43054.0,23315.0,8.72,5.62,3.11,2012.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-03-06,1019402.0,658774.0,360628.0,8435.0,23908.0,8.8,5.68,3.11,2063.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-03-07,1020871.0,660066.0,360805.0,1469.0,24000.0,8.81,5.7,3.11,2071.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-03-08,1038076.0,675310.0,362766.0,17205.0,24557.0,8.96,5.83,3.13,2119.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-03-09,1065955.0,696203.0,369752.0,27879.0,25209.0,9.2,6.01,3.19,2175.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-03-10,1101217.0,722521.0,378696.0,35262.0,26019.0,9.5,6.23,3.27,2245.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-03-11,1154180.0,765690.0,388490.0,52963.0,26610.0,9.96,6.61,3.35,2296.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-03-12,1197518.0,796075.0,401443.0,43338.0,26650.0,10.33,6.87,3.46,2299.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-03-13,1206883.0,803392.0,403491.0,9365.0,26783.0,10.41,6.93,3.48,2311.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-03-14,1208179.0,803419.0,404760.0,1296.0,26758.0,10.42,6.93,3.49,2309.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-03-15,1238303.0,829000.0,409303.0,30124.0,28604.0,10.68,7.15,3.53,2468.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-03-16,1284431.0,871043.0,413388.0,46128.0,31211.0,11.08,7.52,3.57,2693.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-03-17,1330828.0,908937.0,421891.0,46397.0,32802.0,11.48,7.84,3.64,2830.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-03-18,1404423.0,966031.0,438392.0,73595.0,35749.0,12.12,8.34,3.78,3085.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-03-19,1470198.0,1013294.0,456904.0,65775.0,38954.0,12.69,8.74,3.94,3361.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-03-20,1491673.0,1033432.0,458241.0,21475.0,40684.0,12.87,8.92,3.95,3510.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-03-21,1492573.0,1033821.0,458752.0,900.0,40628.0,12.88,8.92,3.96,3506.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-03-22,1524375.0,1060511.0,463864.0,31802.0,40867.0,13.15,9.15,4.0,3526.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-03-23,1571763.0,1102391.0,469372.0,47388.0,41047.0,13.56,9.51,4.05,3542.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-03-24,1631699.0,1152032.0,479667.0,59936.0,42982.0,14.08,9.94,4.14,3709.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-03-25,1706413.0,1207392.0,499021.0,74714.0,43141.0,14.72,10.42,4.31,3722.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-03-26,1773787.0,1256355.0,517432.0,67374.0,43370.0,15.3,10.84,4.46,3742.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-03-27,1795824.0,1274678.0,521146.0,22037.0,43450.0,15.5,11.0,4.5,3749.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-03-28,1798157.0,1276066.0,522091.0,2333.0,43655.0,15.52,11.01,4.5,3767.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-03-29,1821384.0,1294290.0,527094.0,23227.0,42430.0,15.72,11.17,4.55,3661.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-03-30,1853172.0,1320551.0,532621.0,31788.0,40201.0,15.99,11.39,4.6,3469.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-03-31,1935867.0,1392907.0,542960.0,82695.0,43453.0,16.7,12.02,4.68,3749.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-04-01,2035727.0,1468684.0,567043.0,99860.0,47045.0,17.57,12.67,4.89,4059.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-04-02,2116117.0,1532490.0,583627.0,80390.0,48904.0,18.26,13.22,5.04,4220.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-04-03,2136779.0,1551854.0,584925.0,20662.0,48708.0,18.44,13.39,5.05,4203.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-04-04,2136856.0,1551866.0,584990.0,77.0,48386.0,18.44,13.39,5.05,4175.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-04-05,2151096.0,1563713.0,587383.0,14240.0,47102.0,18.56,13.49,5.07,4064.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-04-06,2196503.0,1600356.0,596147.0,45407.0,49047.0,18.95,13.81,5.14,4232.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-04-07,2241845.0,1636454.0,605391.0,45342.0,43711.0,19.34,14.12,5.22,3772.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-04-08,2360633.0,1741399.0,619234.0,118788.0,46415.0,20.37,15.03,5.34,4005.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-04-09,2490376.0,1857384.0,632992.0,129743.0,53466.0,21.49,16.03,5.46,4613.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-04-10,2555594.0,1919121.0,636473.0,65218.0,59831.0,22.05,16.56,5.49,5162.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-04-11,2559401.0,1922675.0,636726.0,3807.0,60364.0,22.08,16.59,5.49,5208.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-04-12,2603726.0,1959468.0,644258.0,44325.0,64661.0,22.47,16.91,5.56,5579.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-04-13,2671245.0,2020108.0,651137.0,67519.0,67820.0,23.05,17.43,5.62,5852.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-04-14,2759515.0,2088708.0,670807.0,88270.0,73953.0,23.81,18.02,5.79,6381.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-04-15,2847907.0,2159186.0,688721.0,88392.0,69611.0,24.57,18.63,5.94,6006.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-04-16,2901635.0,2204943.0,696692.0,53728.0,58751.0,25.04,19.03,6.01,5069.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belize,BLZ,2021-02-28,0.0,0.0,,,,0.0,0.0,,,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2666565223641876/
